id,year,field
OGLE-2012-BLG-1723,2012,blg
OGLE-2012-BLG-1722,2012,blg
OGLE-2012-BLG-1728,2012,blg
OGLE-2012-BLG-1729,2012,blg
OGLE-2012-BLG-1732,2012,blg
OGLE-2012-BLG-1744,2012,blg
OGLE-2012-BLG-1743,2012,blg
OGLE-2012-BLG-1740,2012,blg
OGLE-2012-BLG-1741,2012,blg
OGLE-2012-BLG-1738,2012,blg
OGLE-2013-BLG-0004,2013,blg
OGLE-2013-BLG-0003,2013,blg
OGLE-2013-BLG-0005,2013,blg
OGLE-2013-BLG-0006,2013,blg
OGLE-2013-BLG-0001,2013,blg
OGLE-2013-BLG-0002,2013,blg
OGLE-2013-BLG-0008,2013,blg
OGLE-2013-BLG-0007,2013,blg
OGLE-2013-BLG-0010,2013,blg
OGLE-2013-BLG-0009,2013,blg
OGLE-2013-BLG-0017,2013,blg
OGLE-2013-BLG-0018,2013,blg
OGLE-2013-BLG-0020,2013,blg
OGLE-2013-BLG-0019,2013,blg
OGLE-2013-BLG-0011,2013,blg
OGLE-2013-BLG-0021,2013,blg
OGLE-2013-BLG-0013,2013,blg
OGLE-2013-BLG-0015,2013,blg
OGLE-2013-BLG-0012,2013,blg
OGLE-2013-BLG-0014,2013,blg
OGLE-2013-BLG-0023,2013,blg
OGLE-2013-BLG-0024,2013,blg
OGLE-2013-BLG-0025,2013,blg
OGLE-2013-BLG-0030,2013,blg
OGLE-2013-BLG-0027,2013,blg
OGLE-2013-BLG-0031,2013,blg
OGLE-2013-BLG-0032,2013,blg
OGLE-2013-BLG-0026,2013,blg
OGLE-2013-BLG-0033,2013,blg
OGLE-2013-BLG-0034,2013,blg
OGLE-2013-BLG-0035,2013,blg
OGLE-2013-BLG-0036,2013,blg
OGLE-2013-BLG-0040,2013,blg
OGLE-2013-BLG-0038,2013,blg
OGLE-2013-BLG-0043,2013,blg
OGLE-2013-BLG-0039,2013,blg
OGLE-2013-BLG-0042,2013,blg
OGLE-2013-BLG-0044,2013,blg
OGLE-2013-BLG-0037,2013,blg
OGLE-2013-BLG-0041,2013,blg
OGLE-2013-BLG-0045,2013,blg
OGLE-2013-BLG-0046,2013,blg
OGLE-2013-BLG-0048,2013,blg
OGLE-2013-BLG-0053,2013,blg
OGLE-2013-BLG-0054,2013,blg
OGLE-2013-BLG-0055,2013,blg
OGLE-2013-BLG-0049,2013,blg
OGLE-2013-BLG-0052,2013,blg
OGLE-2013-BLG-0050,2013,blg
OGLE-2013-BLG-0051,2013,blg
OGLE-2013-BLG-0057,2013,blg
OGLE-2013-BLG-0058,2013,blg
OGLE-2013-BLG-0059,2013,blg
OGLE-2013-BLG-0060,2013,blg
OGLE-2013-BLG-0061,2013,blg
OGLE-2013-BLG-0065,2013,blg
OGLE-2013-BLG-0063,2013,blg
OGLE-2013-BLG-0066,2013,blg
OGLE-2013-BLG-0067,2013,blg
OGLE-2013-BLG-0069,2013,blg
OGLE-2013-BLG-0068,2013,blg
OGLE-2013-BLG-0077,2013,blg
OGLE-2013-BLG-0071,2013,blg
OGLE-2013-BLG-0070,2013,blg
OGLE-2013-BLG-0075,2013,blg
OGLE-2013-BLG-0078,2013,blg
OGLE-2013-BLG-0073,2013,blg
OGLE-2013-BLG-0079,2013,blg
OGLE-2013-BLG-0074,2013,blg
OGLE-2013-BLG-0072,2013,blg
OGLE-2013-BLG-0076,2013,blg
OGLE-2013-BLG-0080,2013,blg
OGLE-2013-BLG-0081,2013,blg
OGLE-2013-BLG-0083,2013,blg
OGLE-2013-BLG-0082,2013,blg
OGLE-2013-BLG-0086,2013,blg
OGLE-2013-BLG-0087,2013,blg
OGLE-2013-BLG-0088,2013,blg
OGLE-2013-BLG-0089,2013,blg
OGLE-2013-BLG-0090,2013,blg
OGLE-2013-BLG-0091,2013,blg
OGLE-2013-BLG-0093,2013,blg
OGLE-2013-BLG-0094,2013,blg
OGLE-2013-BLG-0095,2013,blg
OGLE-2013-BLG-0096,2013,blg
OGLE-2013-BLG-0099,2013,blg
OGLE-2013-BLG-0097,2013,blg
OGLE-2013-BLG-0098,2013,blg
OGLE-2013-BLG-0101,2013,blg
OGLE-2013-BLG-0102,2013,blg
OGLE-2013-BLG-0104,2013,blg
OGLE-2013-BLG-0108,2013,blg
OGLE-2013-BLG-0103,2013,blg
OGLE-2013-BLG-0105,2013,blg
OGLE-2013-BLG-0109,2013,blg
OGLE-2013-BLG-0107,2013,blg
OGLE-2013-BLG-0110,2013,blg
OGLE-2013-BLG-0111,2013,blg
OGLE-2013-BLG-0112,2013,blg
OGLE-2013-BLG-0113,2013,blg
OGLE-2013-BLG-0115,2013,blg
OGLE-2013-BLG-0114,2013,blg
OGLE-2013-BLG-0119,2013,blg
OGLE-2013-BLG-0118,2013,blg
OGLE-2013-BLG-0116,2013,blg
OGLE-2013-BLG-0120,2013,blg
OGLE-2013-BLG-0121,2013,blg
OGLE-2013-BLG-0122,2013,blg
OGLE-2013-BLG-0123,2013,blg
OGLE-2013-BLG-0124,2013,blg
OGLE-2013-BLG-0126,2013,blg
OGLE-2013-BLG-0129,2013,blg
OGLE-2013-BLG-0127,2013,blg
OGLE-2013-BLG-0128,2013,blg
OGLE-2013-BLG-0130,2013,blg
OGLE-2013-BLG-0131,2013,blg
OGLE-2013-BLG-0132,2013,blg
OGLE-2013-BLG-0133,2013,blg
OGLE-2013-BLG-0137,2013,blg
OGLE-2013-BLG-0138,2013,blg
OGLE-2013-BLG-0139,2013,blg
OGLE-2013-BLG-0140,2013,blg
OGLE-2013-BLG-0141,2013,blg
OGLE-2013-BLG-0136,2013,blg
OGLE-2013-BLG-0142,2013,blg
OGLE-2013-BLG-0135,2013,blg
OGLE-2013-BLG-0134,2013,blg
OGLE-2013-BLG-0148,2013,blg
OGLE-2013-BLG-0144,2013,blg
OGLE-2013-BLG-0143,2013,blg
OGLE-2013-BLG-0149,2013,blg
OGLE-2013-BLG-0145,2013,blg
OGLE-2013-BLG-0146,2013,blg
OGLE-2013-BLG-0150,2013,blg
OGLE-2013-BLG-0147,2013,blg
OGLE-2013-BLG-0152,2013,blg
OGLE-2013-BLG-0151,2013,blg
OGLE-2013-BLG-0157,2013,blg
OGLE-2013-BLG-0158,2013,blg
OGLE-2013-BLG-0153,2013,blg
OGLE-2013-BLG-0154,2013,blg
OGLE-2013-BLG-0155,2013,blg
OGLE-2013-BLG-0160,2013,blg
OGLE-2013-BLG-0159,2013,blg
OGLE-2013-BLG-0161,2013,blg
OGLE-2013-BLG-0156,2013,blg
OGLE-2013-BLG-0162,2013,blg
OGLE-2013-BLG-0167,2013,blg
OGLE-2013-BLG-0164,2013,blg
OGLE-2013-BLG-0168,2013,blg
OGLE-2013-BLG-0169,2013,blg
OGLE-2013-BLG-0163,2013,blg
OGLE-2013-BLG-0165,2013,blg
OGLE-2013-BLG-0170,2013,blg
OGLE-2013-BLG-0171,2013,blg
OGLE-2013-BLG-0166,2013,blg
OGLE-2013-BLG-0173,2013,blg
OGLE-2013-BLG-0174,2013,blg
OGLE-2013-BLG-0172,2013,blg
OGLE-2013-BLG-0179,2013,blg
OGLE-2013-BLG-0176,2013,blg
OGLE-2013-BLG-0177,2013,blg
OGLE-2013-BLG-0175,2013,blg
OGLE-2013-BLG-0180,2013,blg
OGLE-2013-BLG-0182,2013,blg
OGLE-2013-BLG-0181,2013,blg
OGLE-2013-BLG-0188,2013,blg
OGLE-2013-BLG-0183,2013,blg
OGLE-2013-BLG-0184,2013,blg
OGLE-2013-BLG-0185,2013,blg
OGLE-2013-BLG-0178,2013,blg
OGLE-2013-BLG-0186,2013,blg
OGLE-2013-BLG-0187,2013,blg
OGLE-2013-BLG-0189,2013,blg
OGLE-2013-BLG-0190,2013,blg
OGLE-2013-BLG-0192,2013,blg
OGLE-2013-BLG-0191,2013,blg
OGLE-2013-BLG-0193,2013,blg
OGLE-2013-BLG-0194,2013,blg
OGLE-2013-BLG-0197,2013,blg
OGLE-2013-BLG-0195,2013,blg
OGLE-2013-BLG-0202,2013,blg
OGLE-2013-BLG-0196,2013,blg
OGLE-2013-BLG-0203,2013,blg
OGLE-2013-BLG-0198,2013,blg
OGLE-2013-BLG-0204,2013,blg
OGLE-2013-BLG-0207,2013,blg
OGLE-2013-BLG-0206,2013,blg
OGLE-2013-BLG-0213,2013,blg
OGLE-2013-BLG-0212,2013,blg
OGLE-2013-BLG-0214,2013,blg
OGLE-2013-BLG-0210,2013,blg
OGLE-2013-BLG-0209,2013,blg
OGLE-2013-BLG-0211,2013,blg
OGLE-2013-BLG-0208,2013,blg
OGLE-2013-BLG-0205,2013,blg
OGLE-2013-BLG-0215,2013,blg
OGLE-2013-BLG-0216,2013,blg
OGLE-2013-BLG-0219,2013,blg
OGLE-2013-BLG-0221,2013,blg
OGLE-2013-BLG-0222,2013,blg
OGLE-2013-BLG-0218,2013,blg
OGLE-2013-BLG-0225,2013,blg
OGLE-2013-BLG-0217,2013,blg
OGLE-2013-BLG-0220,2013,blg
OGLE-2013-BLG-0223,2013,blg
OGLE-2013-BLG-0226,2013,blg
OGLE-2013-BLG-0227,2013,blg
OGLE-2013-BLG-0229,2013,blg
OGLE-2013-BLG-0228,2013,blg
OGLE-2013-BLG-0232,2013,blg
OGLE-2013-BLG-0233,2013,blg
OGLE-2013-BLG-0234,2013,blg
OGLE-2013-BLG-0235,2013,blg
OGLE-2013-BLG-0242,2013,blg
OGLE-2013-BLG-0241,2013,blg
OGLE-2013-BLG-0240,2013,blg
OGLE-2013-BLG-0236,2013,blg
OGLE-2013-BLG-0243,2013,blg
OGLE-2013-BLG-0238,2013,blg
OGLE-2013-BLG-0239,2013,blg
OGLE-2013-BLG-0246,2013,blg
OGLE-2013-BLG-0249,2013,blg
OGLE-2013-BLG-0244,2013,blg
OGLE-2013-BLG-0245,2013,blg
OGLE-2013-BLG-0252,2013,blg
OGLE-2013-BLG-0253,2013,blg
OGLE-2013-BLG-0250,2013,blg
OGLE-2013-BLG-0254,2013,blg
OGLE-2013-BLG-0256,2013,blg
OGLE-2013-BLG-0258,2013,blg
OGLE-2013-BLG-0259,2013,blg
OGLE-2013-BLG-0260,2013,blg
OGLE-2013-BLG-0261,2013,blg
OGLE-2013-BLG-0257,2013,blg
OGLE-2013-BLG-0262,2013,blg
OGLE-2013-BLG-0263,2013,blg
OGLE-2013-BLG-0264,2013,blg
OGLE-2013-BLG-0265,2013,blg
OGLE-2013-BLG-0269,2013,blg
OGLE-2013-BLG-0273,2013,blg
OGLE-2013-BLG-0276,2013,blg
OGLE-2013-BLG-0274,2013,blg
OGLE-2013-BLG-0277,2013,blg
OGLE-2013-BLG-0275,2013,blg
OGLE-2013-BLG-0270,2013,blg
OGLE-2013-BLG-0271,2013,blg
OGLE-2013-BLG-0279,2013,blg
OGLE-2013-BLG-0272,2013,blg
OGLE-2013-BLG-0280,2013,blg
OGLE-2013-BLG-0281,2013,blg
OGLE-2013-BLG-0282,2013,blg
OGLE-2013-BLG-0284,2013,blg
OGLE-2013-BLG-0283,2013,blg
OGLE-2013-BLG-0290,2013,blg
OGLE-2013-BLG-0291,2013,blg
OGLE-2013-BLG-0293,2013,blg
OGLE-2013-BLG-0288,2013,blg
OGLE-2013-BLG-0287,2013,blg
OGLE-2013-BLG-0292,2013,blg
OGLE-2013-BLG-0295,2013,blg
OGLE-2013-BLG-0296,2013,blg
OGLE-2013-BLG-0297,2013,blg
OGLE-2013-BLG-0298,2013,blg
OGLE-2013-BLG-0301,2013,blg
OGLE-2013-BLG-0303,2013,blg
OGLE-2013-BLG-0304,2013,blg
OGLE-2013-BLG-0299,2013,blg
OGLE-2013-BLG-0302,2013,blg
OGLE-2013-BLG-0306,2013,blg
OGLE-2013-BLG-0307,2013,blg
OGLE-2013-BLG-0300,2013,blg
OGLE-2013-BLG-0308,2013,blg
OGLE-2013-BLG-0310,2013,blg
OGLE-2013-BLG-0312,2013,blg
OGLE-2013-BLG-0309,2013,blg
OGLE-2013-BLG-0311,2013,blg
OGLE-2013-BLG-0317,2013,blg
OGLE-2013-BLG-0313,2013,blg
OGLE-2013-BLG-0315,2013,blg
OGLE-2013-BLG-0316,2013,blg
OGLE-2013-BLG-0321,2013,blg
OGLE-2013-BLG-0314,2013,blg
OGLE-2013-BLG-0319,2013,blg
OGLE-2013-BLG-0328,2013,blg
OGLE-2013-BLG-0326,2013,blg
OGLE-2013-BLG-0327,2013,blg
OGLE-2013-BLG-0325,2013,blg
OGLE-2013-BLG-0323,2013,blg
OGLE-2013-BLG-0322,2013,blg
OGLE-2013-BLG-0334,2013,blg
OGLE-2013-BLG-0335,2013,blg
OGLE-2013-BLG-0329,2013,blg
OGLE-2013-BLG-0337,2013,blg
OGLE-2013-BLG-0324,2013,blg
OGLE-2013-BLG-0331,2013,blg
OGLE-2013-BLG-0333,2013,blg
OGLE-2013-BLG-0330,2013,blg
OGLE-2013-BLG-0332,2013,blg
OGLE-2013-BLG-0340,2013,blg
OGLE-2013-BLG-0338,2013,blg
OGLE-2013-BLG-0342,2013,blg
OGLE-2013-BLG-0343,2013,blg
OGLE-2013-BLG-0344,2013,blg
OGLE-2013-BLG-0345,2013,blg
OGLE-2013-BLG-0346,2013,blg
OGLE-2013-BLG-0341,2013,blg
OGLE-2013-BLG-0347,2013,blg
OGLE-2013-BLG-0350,2013,blg
OGLE-2013-BLG-0348,2013,blg
OGLE-2013-BLG-0351,2013,blg
OGLE-2013-BLG-0349,2013,blg
OGLE-2013-BLG-0352,2013,blg
OGLE-2013-BLG-0357,2013,blg
OGLE-2013-BLG-0355,2013,blg
OGLE-2013-BLG-0359,2013,blg
OGLE-2013-BLG-0358,2013,blg
OGLE-2013-BLG-0354,2013,blg
OGLE-2013-BLG-0360,2013,blg
OGLE-2013-BLG-0366,2013,blg
OGLE-2013-BLG-0367,2013,blg
OGLE-2013-BLG-0368,2013,blg
OGLE-2013-BLG-0361,2013,blg
OGLE-2013-BLG-0369,2013,blg
OGLE-2013-BLG-0362,2013,blg
OGLE-2013-BLG-0365,2013,blg
OGLE-2013-BLG-0363,2013,blg
OGLE-2013-BLG-0364,2013,blg
OGLE-2013-BLG-0370,2013,blg
OGLE-2013-BLG-0371,2013,blg
OGLE-2013-BLG-0372,2013,blg
OGLE-2013-BLG-0375,2013,blg
OGLE-2013-BLG-0373,2013,blg
OGLE-2013-BLG-0374,2013,blg
OGLE-2013-BLG-0377,2013,blg
OGLE-2013-BLG-0378,2013,blg
OGLE-2013-BLG-0380,2013,blg
OGLE-2013-BLG-0381,2013,blg
OGLE-2013-BLG-0382,2013,blg
OGLE-2013-BLG-0387,2013,blg
OGLE-2013-BLG-0385,2013,blg
OGLE-2013-BLG-0386,2013,blg
OGLE-2013-BLG-0389,2013,blg
OGLE-2013-BLG-0390,2013,blg
OGLE-2013-BLG-0388,2013,blg
OGLE-2013-BLG-0392,2013,blg
OGLE-2013-BLG-0393,2013,blg
OGLE-2013-BLG-0391,2013,blg
OGLE-2013-BLG-0397,2013,blg
OGLE-2013-BLG-0396,2013,blg
OGLE-2013-BLG-0394,2013,blg
OGLE-2013-BLG-0395,2013,blg
OGLE-2013-BLG-0398,2013,blg
OGLE-2013-BLG-0399,2013,blg
OGLE-2013-BLG-0402,2013,blg
OGLE-2013-BLG-0403,2013,blg
OGLE-2013-BLG-0406,2013,blg
OGLE-2013-BLG-0407,2013,blg
OGLE-2013-BLG-0404,2013,blg
OGLE-2013-BLG-0412,2013,blg
OGLE-2013-BLG-0411,2013,blg
OGLE-2013-BLG-0410,2013,blg
OGLE-2013-BLG-0405,2013,blg
OGLE-2013-BLG-0415,2013,blg
OGLE-2013-BLG-0414,2013,blg
OGLE-2013-BLG-0417,2013,blg
OGLE-2013-BLG-0418,2013,blg
OGLE-2013-BLG-0419,2013,blg
OGLE-2013-BLG-0420,2013,blg
OGLE-2013-BLG-0421,2013,blg
OGLE-2013-BLG-0416,2013,blg
OGLE-2013-BLG-0424,2013,blg
OGLE-2013-BLG-0422,2013,blg
OGLE-2013-BLG-0429,2013,blg
OGLE-2013-BLG-0430,2013,blg
OGLE-2013-BLG-0432,2013,blg
OGLE-2013-BLG-0431,2013,blg
OGLE-2013-BLG-0433,2013,blg
OGLE-2013-BLG-0437,2013,blg
OGLE-2013-BLG-0426,2013,blg
OGLE-2013-BLG-0428,2013,blg
OGLE-2013-BLG-0435,2013,blg
OGLE-2013-BLG-0427,2013,blg
OGLE-2013-BLG-0436,2013,blg
OGLE-2013-BLG-0441,2013,blg
OGLE-2013-BLG-0446,2013,blg
OGLE-2013-BLG-0444,2013,blg
OGLE-2013-BLG-0447,2013,blg
OGLE-2013-BLG-0443,2013,blg
OGLE-2013-BLG-0438,2013,blg
OGLE-2013-BLG-0442,2013,blg
OGLE-2013-BLG-0440,2013,blg
OGLE-2013-BLG-0439,2013,blg
OGLE-2013-BLG-0449,2013,blg
OGLE-2013-BLG-0452,2013,blg
OGLE-2013-BLG-0450,2013,blg
OGLE-2013-BLG-0456,2013,blg
OGLE-2013-BLG-0451,2013,blg
OGLE-2013-BLG-0459,2013,blg
OGLE-2013-BLG-0453,2013,blg
OGLE-2013-BLG-0460,2013,blg
OGLE-2013-BLG-0457,2013,blg
OGLE-2013-BLG-0458,2013,blg
OGLE-2013-BLG-0461,2013,blg
OGLE-2013-BLG-0463,2013,blg
OGLE-2013-BLG-0465,2013,blg
OGLE-2013-BLG-0464,2013,blg
OGLE-2013-BLG-0462,2013,blg
OGLE-2013-BLG-0466,2013,blg
OGLE-2013-BLG-0469,2013,blg
OGLE-2013-BLG-0467,2013,blg
OGLE-2013-BLG-0468,2013,blg
OGLE-2013-BLG-0474,2013,blg
OGLE-2013-BLG-0476,2013,blg
OGLE-2013-BLG-0471,2013,blg
OGLE-2013-BLG-0478,2013,blg
OGLE-2013-BLG-0477,2013,blg
OGLE-2013-BLG-0472,2013,blg
OGLE-2013-BLG-0475,2013,blg
OGLE-2013-BLG-0473,2013,blg
OGLE-2013-BLG-0483,2013,blg
OGLE-2013-BLG-0479,2013,blg
OGLE-2013-BLG-0480,2013,blg
OGLE-2013-BLG-0485,2013,blg
OGLE-2013-BLG-0484,2013,blg
OGLE-2013-BLG-0489,2013,blg
OGLE-2013-BLG-0487,2013,blg
OGLE-2013-BLG-0481,2013,blg
OGLE-2013-BLG-0482,2013,blg
OGLE-2013-BLG-0486,2013,blg
OGLE-2013-BLG-0488,2013,blg
OGLE-2013-BLG-0490,2013,blg
OGLE-2013-BLG-0493,2013,blg
OGLE-2013-BLG-0497,2013,blg
OGLE-2013-BLG-0491,2013,blg
OGLE-2013-BLG-0498,2013,blg
OGLE-2013-BLG-0500,2013,blg
OGLE-2013-BLG-0492,2013,blg
OGLE-2013-BLG-0494,2013,blg
OGLE-2013-BLG-0495,2013,blg
OGLE-2013-BLG-0499,2013,blg
OGLE-2013-BLG-0496,2013,blg
OGLE-2013-BLG-0503,2013,blg
OGLE-2013-BLG-0501,2013,blg
OGLE-2013-BLG-0510,2013,blg
OGLE-2013-BLG-0502,2013,blg
OGLE-2013-BLG-0507,2013,blg
OGLE-2013-BLG-0511,2013,blg
OGLE-2013-BLG-0505,2013,blg
OGLE-2013-BLG-0509,2013,blg
OGLE-2013-BLG-0506,2013,blg
OGLE-2013-BLG-0508,2013,blg
OGLE-2013-BLG-0512,2013,blg
OGLE-2013-BLG-0515,2013,blg
OGLE-2013-BLG-0514,2013,blg
OGLE-2013-BLG-0513,2013,blg
OGLE-2013-BLG-0516,2013,blg
OGLE-2013-BLG-0524,2013,blg
OGLE-2013-BLG-0523,2013,blg
OGLE-2013-BLG-0525,2013,blg
OGLE-2013-BLG-0517,2013,blg
OGLE-2013-BLG-0526,2013,blg
OGLE-2013-BLG-0519,2013,blg
OGLE-2013-BLG-0522,2013,blg
OGLE-2013-BLG-0520,2013,blg
OGLE-2013-BLG-0518,2013,blg
OGLE-2013-BLG-0527,2013,blg
OGLE-2013-BLG-0528,2013,blg
OGLE-2013-BLG-0530,2013,blg
OGLE-2013-BLG-0532,2013,blg
OGLE-2013-BLG-0531,2013,blg
OGLE-2013-BLG-0533,2013,blg
OGLE-2013-BLG-0536,2013,blg
OGLE-2013-BLG-0537,2013,blg
OGLE-2013-BLG-0538,2013,blg
OGLE-2013-BLG-0539,2013,blg
OGLE-2013-BLG-0541,2013,blg
OGLE-2013-BLG-0542,2013,blg
OGLE-2013-BLG-0544,2013,blg
OGLE-2013-BLG-0543,2013,blg
OGLE-2013-BLG-0545,2013,blg
OGLE-2013-BLG-0549,2013,blg
OGLE-2013-BLG-0550,2013,blg
OGLE-2013-BLG-0548,2013,blg
OGLE-2013-BLG-0551,2013,blg
OGLE-2013-BLG-0546,2013,blg
OGLE-2013-BLG-0553,2013,blg
OGLE-2013-BLG-0552,2013,blg
OGLE-2013-BLG-0547,2013,blg
OGLE-2013-BLG-0561,2013,blg
OGLE-2013-BLG-0556,2013,blg
OGLE-2013-BLG-0558,2013,blg
OGLE-2013-BLG-0557,2013,blg
OGLE-2013-BLG-0559,2013,blg
OGLE-2013-BLG-0560,2013,blg
OGLE-2013-BLG-0563,2013,blg
OGLE-2013-BLG-0564,2013,blg
OGLE-2013-BLG-0562,2013,blg
OGLE-2013-BLG-0569,2013,blg
OGLE-2013-BLG-0572,2013,blg
OGLE-2013-BLG-0566,2013,blg
OGLE-2013-BLG-0568,2013,blg
OGLE-2013-BLG-0565,2013,blg
OGLE-2013-BLG-0570,2013,blg
OGLE-2013-BLG-0571,2013,blg
OGLE-2013-BLG-0573,2013,blg
OGLE-2013-BLG-0575,2013,blg
OGLE-2013-BLG-0574,2013,blg
OGLE-2013-BLG-0582,2013,blg
OGLE-2013-BLG-0583,2013,blg
OGLE-2013-BLG-0579,2013,blg
OGLE-2013-BLG-0584,2013,blg
OGLE-2013-BLG-0576,2013,blg
OGLE-2013-BLG-0585,2013,blg
OGLE-2013-BLG-0578,2013,blg
OGLE-2013-BLG-0586,2013,blg
OGLE-2013-BLG-0587,2013,blg
OGLE-2013-BLG-0589,2013,blg
OGLE-2013-BLG-0590,2013,blg
OGLE-2013-BLG-0591,2013,blg
OGLE-2013-BLG-0588,2013,blg
OGLE-2013-BLG-0597,2013,blg
OGLE-2013-BLG-0595,2013,blg
OGLE-2013-BLG-0598,2013,blg
OGLE-2013-BLG-0596,2013,blg
OGLE-2013-BLG-0593,2013,blg
OGLE-2013-BLG-0594,2013,blg
OGLE-2013-BLG-0592,2013,blg
OGLE-2013-BLG-0602,2013,blg
OGLE-2013-BLG-0601,2013,blg
OGLE-2013-BLG-0599,2013,blg
OGLE-2013-BLG-0604,2013,blg
OGLE-2013-BLG-0603,2013,blg
OGLE-2013-BLG-0605,2013,blg
OGLE-2013-BLG-0606,2013,blg
OGLE-2013-BLG-0608,2013,blg
OGLE-2013-BLG-0607,2013,blg
OGLE-2013-BLG-0609,2013,blg
OGLE-2013-BLG-0610,2013,blg
OGLE-2013-BLG-0612,2013,blg
OGLE-2013-BLG-0611,2013,blg
OGLE-2013-BLG-0613,2013,blg
OGLE-2013-BLG-0615,2013,blg
OGLE-2013-BLG-0614,2013,blg
OGLE-2013-BLG-0616,2013,blg
OGLE-2013-BLG-0617,2013,blg
OGLE-2013-BLG-0618,2013,blg
OGLE-2013-BLG-0627,2013,blg
OGLE-2013-BLG-0622,2013,blg
OGLE-2013-BLG-0628,2013,blg
OGLE-2013-BLG-0623,2013,blg
OGLE-2013-BLG-0625,2013,blg
OGLE-2013-BLG-0619,2013,blg
OGLE-2013-BLG-0624,2013,blg
OGLE-2013-BLG-0620,2013,blg
OGLE-2013-BLG-0621,2013,blg
OGLE-2013-BLG-0630,2013,blg
OGLE-2013-BLG-0629,2013,blg
OGLE-2013-BLG-0631,2013,blg
OGLE-2013-BLG-0640,2013,blg
OGLE-2013-BLG-0639,2013,blg
OGLE-2013-BLG-0641,2013,blg
OGLE-2013-BLG-0633,2013,blg
OGLE-2013-BLG-0634,2013,blg
OGLE-2013-BLG-0635,2013,blg
OGLE-2013-BLG-0636,2013,blg
OGLE-2013-BLG-0637,2013,blg
OGLE-2013-BLG-0632,2013,blg
OGLE-2013-BLG-0638,2013,blg
OGLE-2013-BLG-0644,2013,blg
OGLE-2013-BLG-0645,2013,blg
OGLE-2013-BLG-0646,2013,blg
OGLE-2013-BLG-0647,2013,blg
OGLE-2013-BLG-0642,2013,blg
OGLE-2013-BLG-0648,2013,blg
OGLE-2013-BLG-0653,2013,blg
OGLE-2013-BLG-0650,2013,blg
OGLE-2013-BLG-0651,2013,blg
OGLE-2013-BLG-0658,2013,blg
OGLE-2013-BLG-0652,2013,blg
OGLE-2013-BLG-0656,2013,blg
OGLE-2013-BLG-0654,2013,blg
OGLE-2013-BLG-0659,2013,blg
OGLE-2013-BLG-0657,2013,blg
OGLE-2013-BLG-0655,2013,blg
OGLE-2013-BLG-0660,2013,blg
OGLE-2013-BLG-0663,2013,blg
OGLE-2013-BLG-0664,2013,blg
OGLE-2013-BLG-0665,2013,blg
OGLE-2013-BLG-0662,2013,blg
OGLE-2013-BLG-0669,2013,blg
OGLE-2013-BLG-0670,2013,blg
OGLE-2013-BLG-0671,2013,blg
OGLE-2013-BLG-0673,2013,blg
OGLE-2013-BLG-0675,2013,blg
OGLE-2013-BLG-0667,2013,blg
OGLE-2013-BLG-0677,2013,blg
OGLE-2013-BLG-0674,2013,blg
OGLE-2013-BLG-0668,2013,blg
OGLE-2013-BLG-0676,2013,blg
OGLE-2013-BLG-0678,2013,blg
OGLE-2013-BLG-0679,2013,blg
OGLE-2013-BLG-0681,2013,blg
OGLE-2013-BLG-0687,2013,blg
OGLE-2013-BLG-0688,2013,blg
OGLE-2013-BLG-0682,2013,blg
OGLE-2013-BLG-0686,2013,blg
OGLE-2013-BLG-0684,2013,blg
OGLE-2013-BLG-0689,2013,blg
OGLE-2013-BLG-0690,2013,blg
OGLE-2013-BLG-0683,2013,blg
OGLE-2013-BLG-0692,2013,blg
OGLE-2013-BLG-0691,2013,blg
OGLE-2013-BLG-0693,2013,blg
OGLE-2013-BLG-0694,2013,blg
OGLE-2013-BLG-0695,2013,blg
OGLE-2013-BLG-0699,2013,blg
OGLE-2013-BLG-0700,2013,blg
OGLE-2013-BLG-0702,2013,blg
OGLE-2013-BLG-0701,2013,blg
OGLE-2013-BLG-0697,2013,blg
OGLE-2013-BLG-0698,2013,blg
OGLE-2013-BLG-0704,2013,blg
OGLE-2013-BLG-0705,2013,blg
OGLE-2013-BLG-0703,2013,blg
OGLE-2013-BLG-0708,2013,blg
OGLE-2013-BLG-0709,2013,blg
OGLE-2013-BLG-0706,2013,blg
OGLE-2013-BLG-0712,2013,blg
OGLE-2013-BLG-0713,2013,blg
OGLE-2013-BLG-0711,2013,blg
OGLE-2013-BLG-0715,2013,blg
OGLE-2013-BLG-0716,2013,blg
OGLE-2013-BLG-0710,2013,blg
OGLE-2013-BLG-0718,2013,blg
OGLE-2013-BLG-0714,2013,blg
OGLE-2013-BLG-0720,2013,blg
OGLE-2013-BLG-0719,2013,blg
OGLE-2013-BLG-0721,2013,blg
OGLE-2013-BLG-0722,2013,blg
OGLE-2013-BLG-0723,2013,blg
OGLE-2013-BLG-0730,2013,blg
OGLE-2013-BLG-0733,2013,blg
OGLE-2013-BLG-0734,2013,blg
OGLE-2013-BLG-0732,2013,blg
OGLE-2013-BLG-0735,2013,blg
OGLE-2013-BLG-0729,2013,blg
OGLE-2013-BLG-0731,2013,blg
OGLE-2013-BLG-0736,2013,blg
OGLE-2013-BLG-0728,2013,blg
OGLE-2013-BLG-0737,2013,blg
OGLE-2013-BLG-0744,2013,blg
OGLE-2013-BLG-0745,2013,blg
OGLE-2013-BLG-0743,2013,blg
OGLE-2013-BLG-0740,2013,blg
OGLE-2013-BLG-0741,2013,blg
